GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02,HC04,HC05,HC06,HC08,HC09
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographical Area,Geographical Area,Population,Housing  units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing  units
8500000US906,906,ZCTA3 906,8600000US90604,90604,ZCTA 906 - ZCTA 90604,ZCTA 90604,37869,11970,4.23,0.00,4.23,8955.8,2830.8
8500000US906,906,ZCTA3 906,8600000US90605,90605,ZCTA 906 - ZCTA 90605,ZCTA 90605,38180,10388,5.28,0.00,5.28,7233.3,1968.0
8500000US906,906,ZCTA3 906,8600000US90606,90606,ZCTA 906 - ZCTA 90606,ZCTA 90606,32143,8693,3.79,0.00,3.79,8480.3,2293.5
8500000US906,906,ZCTA3 906,8600000US90620,90620,ZCTA 906 - ZCTA 90620,ZCTA 90620,44432,13356,6.51,0.03,6.48,6857.6,2061.3
8500000US906,906,ZCTA3 906,8600000US90621,90621,ZCTA 906 - ZCTA 90621,ZCTA 90621,33525,10258,4.11,0.03,4.08,8210.2,2512.2
8500000US906,906,ZCTA3 906,8600000US90623,90623,ZCTA 906 - ZCTA 90623,ZCTA 90623,15498,5097,1.86,0.04,1.82,8533.9,2806.6
8500000US906,906,ZCTA3 906,8600000US90630,90630,ZCTA 906 - ZCTA 90630,ZCTA 90630,47334,16446,6.19,0.01,6.18,7655.2,2659.8
8500000US906,906,ZCTA3 906,8600000US90631,90631,ZCTA 906 - ZCTA 90631,ZCTA 90631,67353,22288,14.82,0.00,14.82,4545.9,1504.3
8500000US906,906,ZCTA3 906,8600000US90638,90638,ZCTA 906 - ZCTA 90638,ZCTA 90638,47548,15052,8.02,0.03,7.99,5948.3,1883.0
8500000US906,906,ZCTA3 906,8600000US90640,90640,ZCTA 906 - ZCTA 90640,ZCTA 90640,62416,19500,8.84,0.00,8.84,7057.5,2204.9
8500000US906,906,ZCTA3 906,8600000US90650,90650,ZCTA 906 - ZCTA 90650,ZCTA 90650,103211,27526,9.79,0.00,9.79,10538.8,2810.7
8500000US906,906,ZCTA3 906,8600000US90660,90660,ZCTA 906 - ZCTA 90660,ZCTA 90660,63277,16764,7.82,0.00,7.82,8090.1,2143.3
8500000US906,906,ZCTA3 906,8600000US90670,90670,ZCTA 906 - ZCTA 90670,ZCTA 90670,16263,4643,8.48,0.09,8.38,1939.6,553.8
8500000US906,906,ZCTA3 906,8600000US90680,90680,ZCTA 906 - ZCTA 90680,ZCTA 90680,29679,8715,2.68,0.00,2.68,11058.3,3247.2
8500000US906,906,ZCTA3 906,8600000US906HH,906HH,ZCTA 906 - ZCTA 906HH,ZCTA 906HH,0,0,1.22,1.22,0.00,(X),(X)
