Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
2/28/19,100478,99901,AK,Ketchikan,Ketchikan Gateway Borough,Ketchikan,7458,286100,-0.000698568,-0.004869565,0.023613596,0.038111552,0.02309387,2018-11,2018-Q4,287500,-0.004869565,2018-11
2/28/19,100473,99835,AK,,Sitka Borough,Sitka,9024,371700,-0.008006405,-0.028743141,-0.068187516,0.016973219,0.018910394,2018-04,2018-Q2,400600,-0.072141787,2016-06
2/28/19,100459,99801,AK,Juneau,Juneau Borough,Juneau,4114,385100,-0.000519076,-0.006193548,-0.008496395,0.026556305,0.021273099,2018-09,2018-Q3,389600,-0.011550308,2018-01
2/28/19,100387,99712,AK,Fairbanks,Fairbanks North Star Borough,Fairbanks,8637,277200,-0.004667864,-0.006807596,0.014270033,0.012271775,0.006503775,2018-09,2018-Q3,280000,-0.01,2018-05
2/28/19,100384,99709,AK,Fairbanks,Fairbanks North Star Borough,Fairbanks,4604,259900,-0.004214559,-0.00877193,0.009320388,0.011135947,0.006085715,2018-09,2018-Q3,263600,-0.014036419,2018-05
2/28/19,100380,99705,AK,Fairbanks,Fairbanks North Star Borough,North Pole,5600,258500,-0.009198927,-0.02268431,-0.011850153,0.006548367,0.005583569,2018-08,2018-Q3,268200,-0.03616704,2017-09
2/28/19,100376,99701,AK,Fairbanks,Fairbanks North Star Borough,Fairbanks,6194,198000,-0.00652283,-0.014435042,-0.001009082,0.001420172,-0.001154255,2010-08,2010-Q3,206700,-0.042089985,2007-10
2/28/19,100349,99669,AK,,Kenai Peninsula Borough,Soldotna,6837,245200,-0.005273834,-0.013279678,-0.011688835,0.012969336,0.012292626,2017-10,2017-Q4,249500,-0.017234469,2017-05
2/28/19,100344,99664,AK,,Kenai Peninsula Borough,Seward,11272,225800,0,-0.002209456,0.033882784,0.020313517,0.011400912,2018-11,2018-Q4,226300,-0.002209456,2018-11
2/28/19,100334,99654,AK,Anchorage,Matanuska Susitna Borough,Tanaina,3882,280000,-0.00990099,-0.009200283,0.08653473,0.022515877,0.012947643,2018-12,2018-Q4,285300,-0.018576937,2018-11
2/28/19,100326,99645,AK,Anchorage,Matanuska Susitna Borough,Palmer,4187,274500,-0.006514658,-0.007950849,0.064366033,0.015404766,0.011269197,2018-12,2018-Q4,278100,-0.012944984,2018-11
2/28/19,422747,99623,AK,Anchorage,Matanuska Susitna Borough,Knik-Fairview,8242,249000,-0.007177033,-0.000802568,0.102257636,0.024144919,0.012551604,2018-12,2018-Q4,251900,-0.011512505,2018-11
2/28/19,100301,99615,AK,,Kodiak Island Borough,Kodiak,7692,330300,-0.00361991,-0.02422452,-0.057093919,0.029004905,0.024575852,2018-03,2018-Q1,351400,-0.060045532,2017-07
2/28/19,100297,99611,AK,,Kenai Peninsula Borough,Kenai,7419,227400,-0.004378284,-0.016435986,-0.039290241,0.013550612,0.014299795,2017-12,2017-Q4,238100,-0.044939101,2017-02
2/28/19,100289,99603,AK,,Kenai Peninsula Borough,Homer,7669,275300,-0.007212405,-0.022024867,-0.019586895,0.010880281,0.012142447,2018-10,2018-Q4,282300,-0.024796316,2016-11
2/28/19,100282,99587,AK,Anchorage,Anchorage Borough,Anchorage,13190,361500,0.008368201,0.027572484,-0.001657001,0.045278364,0.022706724,2017-10,2017-Q4,384800,-0.060550936,2016-07
2/28/19,100274,99577,AK,Anchorage,Anchorage Borough,Anchorage,4439,369000,-0.018877958,-0.056024559,-0.085275161,-0.010195488,0.008307696,2016-07,2016-Q3,410000,-0.1,2012-11
2/28/19,100265,99567,AK,Anchorage,Anchorage Borough,Anchorage,9170,394800,-0.011022044,-0.043141057,-0.064233231,0.00291282,0.013281479,2018-01,2018-Q1,424000,-0.068867925,2015-06
2/28/19,100236,99518,AK,Anchorage,Anchorage Borough,Anchorage,8575,259200,-0.003076923,-0.011064479,-0.00841622,0.009036181,0.006267864,2016-09,2016-Q3,266800,-0.028485757,2015-07
2/28/19,100235,99517,AK,Anchorage,Anchorage Borough,Anchorage,6457,311200,-0.008601465,-0.030227485,-0.023839398,0.006219792,0.008798057,2016-08,2016-Q3,325300,-0.043344605,2015-10
2/28/19,100234,99516,AK,Anchorage,Anchorage Borough,Anchorage,6397,494100,-0.003026634,-0.008826479,-0.004833837,0.01195308,0.008833806,2018-06,2018-Q2,499300,-0.01041458,2018-02
2/28/19,100233,99515,AK,Anchorage,Anchorage Borough,Anchorage,5717,372500,-0.012983572,-0.037964876,-0.047314578,0.009954963,0.013330047,2018-02,2018-Q1,391000,-0.047314578,2015-03
2/28/19,100227,99508,AK,Anchorage,Anchorage Borough,Anchorage,3053,262400,-0.004929845,-0.018331463,-0.029226785,0.003855164,0.010105206,2016-06,2016-Q2,281600,-0.068181818,2014-11
2/28/19,100226,99507,AK,Anchorage,Anchorage Borough,Anchorage,2222,318800,-0.00747198,-0.026564885,-0.036858006,0.003166625,0.007960008,2016-07,2016-Q3,335100,-0.048642196,2014-08
2/28/19,100223,99504,AK,Anchorage,Anchorage Borough,Anchorage,1700,284800,-0.008701706,-0.02931152,-0.042689076,0.004195554,0.00658788,2016-03,2016-Q1,302200,-0.057577763,2014-12
2/28/19,100222,99503,AK,Anchorage,Anchorage Borough,Anchorage,6835,256400,-0.007739938,-0.029890276,-0.040419162,0.013223309,0.00970267,2016-09,2016-Q3,268900,-0.046485682,2015-12
2/28/19,100221,99502,AK,Anchorage,Anchorage Borough,Anchorage,5033,330500,-0.006911058,-0.022767593,-0.018414018,0.0033002,0.009662154,2015-09,2015-Q3,339300,-0.02593575,2015-02
2/28/19,100220,99501,AK,Anchorage,Anchorage Borough,Anchorage,5657,261600,-0.005701254,-0.023151606,-0.034686347,0.002853003,0.008110276,2016-09,2016-Q3,275000,-0.048727273,2015-12
2/28/19,100219,99403,WA,Lewiston,Asotin County,Clarkston,5257,206200,-0.005306319,-0.024597919,0.001457018,0.07134091,0.03123809,2018-09,2018-Q3,216400,-0.047134935,2018-07
2/28/19,100218,99402,WA,Lewiston,Asotin County,Asotin,14548,234000,-0.007633588,-0.023372287,-0.015151515,0.066618792,0.025619083,2018-09,2018-Q3,245900,-0.048393656,2017-12
2/28/19,100214,99362,WA,Walla Walla,Walla Walla County,Walla Walla,1357,246500,0.000812018,0.018595041,0.113872571,0.070916907,0.028727861,2019-02,2019-Q1,246500,0,2019-02
2/28/19,100213,99361,WA,Walla Walla,Walla Walla County,Waitsburg,14688,199300,0.002515091,0.003019628,0.11903425,0.066566702,0.036096037,2019-02,2019-Q1,199300,0,2019-02
2/28/19,100208,99354,WA,Kennewick-Richland,Benton County,Richland,4617,315600,0.027678281,0.086402754,0.316096747,0.126723739,0.067390955,2019-02,2019-Q1,315600,0,2019-02
2/28/19,100206,99352,WA,Kennewick-Richland,Benton County,Richland,2037,373000,0.023038947,0.063587111,0.242091242,0.115349079,0.061736353,2019-02,2019-Q1,373000,0,2019-02
2/28/19,100205,99350,WA,Kennewick-Richland,Benton County,Prosser,7801,259100,0.026138614,0.069335534,0.28777336,0.115514528,0.064560673,2019-02,2019-Q1,259100,0,2019-02
2/28/19,100199,99344,WA,Othello,Adams County,Othello,7017,178100,-0.007799443,-0.020890599,0.019461935,0.063031214,0.031664847,2018-10,2018-Q4,182900,-0.026243849,2018-08
2/28/19,100196,99338,WA,Kennewick-Richland,Benton County,Kennewick,7098,406700,0.016495876,0.046577458,0.24297066,0.112459863,0.061220871,2019-02,2019-Q1,406700,0,2019-02
2/28/19,100195,99337,WA,Kennewick-Richland,Benton County,Kennewick,3767,322500,0.021539436,0.062252964,0.24086187,0.1282523,0.066943602,2019-02,2019-Q1,322500,0,2019-02
2/28/19,100194,99336,WA,Kennewick-Richland,Benton County,Kennewick,663,262900,0.020970874,0.063941724,0.266987952,0.130303687,0.067818945,2019-02,2019-Q1,262900,0,2019-02
2/28/19,100185,99324,WA,Walla Walla,Walla Walla County,College Place,8444,263300,0.003429878,0.023716952,0.137856525,0.080359024,0.031976357,2019-02,2019-Q1,263300,0,2019-02
2/28/19,100184,99323,WA,Walla Walla,Walla Walla County,Burbank,12748,285000,0.010996807,0.03749545,0.138178914,0.090979999,0.035329382,2019-02,2019-Q1,285000,0,2019-02
2/28/19,100181,99320,WA,Kennewick-Richland,Benton County,Benton City,8850,243100,0.018860017,0.049654577,0.256980352,0.10887704,0.060898877,2019-02,2019-Q1,243100,0,2019-02
2/28/19,100179,99301,WA,Kennewick-Richland,Franklin County,Pasco,180,241000,0.003748438,0.020753918,0.093962778,0.080158824,0.06350762,2019-02,2019-Q1,241000,0,2019-02
2/28/19,100171,99224,WA,Spokane-Spokane Valley,Spokane County,Spokane,4898,333200,0.010003031,0.021772462,0.107712766,0.088553303,0.034002672,2019-02,2019-Q1,333200,0,2019-02
2/28/19,100170,99223,WA,Spokane-Spokane Valley,Spokane County,Spokane,2308,301100,0.01074186,0.020332091,0.071911712,0.092913263,0.031551327,2019-02,2019-Q1,301100,0,2019-02
2/28/19,100167,99218,WA,Spokane-Spokane Valley,Spokane County,Spokane,7262,271000,0.009310987,0.01841413,0.07156979,0.081573877,0.025829064,2019-02,2019-Q1,271000,0,2019-02
2/28/19,100166,99217,WA,Spokane-Spokane Valley,Spokane County,Spokane,6083,203600,0.011928429,0.034552846,0.14317799,0.100034079,0.0325482,2019-02,2019-Q1,203600,0,2019-02
2/28/19,100165,99216,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,3690,239900,0.009680135,0.022155944,0.113741876,0.098615502,0.032756763,2019-02,2019-Q1,239900,0,2019-02
2/28/19,100161,99212,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,5301,203200,0.011448482,0.028860759,0.106151334,0.091935062,0.031649275,2019-02,2019-Q1,203200,0,2019-02
2/28/19,100157,99208,WA,Spokane-Spokane Valley,Spokane County,Spokane,414,271400,0.010800745,0.027641045,0.102355808,0.090608306,0.031308195,2019-02,2019-Q1,271400,0,2019-02
2/28/19,100156,99207,WA,Spokane-Spokane Valley,Spokane County,Spokane,3129,154300,0.011803279,0.029352902,0.148920328,0.115585584,0.031458953,2019-02,2019-Q1,154300,0,2019-02
2/28/19,100155,99206,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,1982,247500,0.009791922,0.023573201,0.072357019,0.088458907,0.033395939,2019-02,2019-Q1,247500,0,2019-02
2/28/19,100154,99205,WA,Spokane-Spokane Valley,Spokane County,Spokane,1138,180200,0.010089686,0.022121384,0.107559926,0.088549534,0.029224092,2019-02,2019-Q1,180200,0,2019-02
2/28/19,100153,99204,WA,Spokane-Spokane Valley,Spokane County,Spokane,8886,248200,0.008533117,0.032445923,0.161985019,0.100733318,0.037234284,2019-02,2019-Q1,248200,0,2019-02
2/28/19,100152,99203,WA,Spokane-Spokane Valley,Spokane County,Spokane,4816,304000,0.009966777,0.023913776,0.085714286,0.099720589,0.035197745,2019-02,2019-Q1,304000,0,2019-02
2/28/19,100151,99202,WA,Spokane-Spokane Valley,Spokane County,Spokane,5788,167500,0.01147343,0.027607362,0.090494792,0.095619834,0.031445518,2019-02,2019-Q1,167500,0,2019-02
2/28/19,100150,99201,WA,Spokane-Spokane Valley,Spokane County,Spokane,6157,167200,0.009052505,0.030191004,0.137414966,0.103893612,0.03355402,2019-02,2019-Q1,167200,0,2019-02
2/28/19,100140,99169,WA,Othello,Adams County,Ritzville,13497,111200,-0.005366726,-0.021987687,0.056030389,0.055703076,0.021263945,2018-10,2018-Q4,114700,-0.030514385,2018-08
2/28/19,100135,99163,WA,Pullman,Whitman County,Pullman,2426,292200,-0.003410641,-0.011167513,0.119111452,0.061706196,,2018-10,2018-Q4,295900,-0.012504224,2018-09
2/28/19,100121,99148,WA,Spokane-Spokane Valley,Stevens County,Loon Lake,12785,252900,0.012815378,0.06126731,0.196310312,0.129940717,0.056186897,2019-02,2019-Q1,252900,0,2019-02
2/28/19,100116,99141,WA,Spokane-Spokane Valley,Stevens County,Kettle Falls,10343,181800,0.00441989,0.028862479,0.129894344,0.092335061,0.04224289,2019-02,2019-Q1,181800,0,2019-02
2/28/19,100099,99123,WA,Moses Lake,Grant County,Electric City,15413,192000,-0.001560062,0.010526316,0.108545035,0.089105701,0.04211481,2019-01,2019-Q1,192300,-0.001560062,2019-01
2/28/19,100093,99116,WA,,Okanogan County,Coulee Dam,15177,151900,-0.003934426,0.002640264,0.134428678,0.053596653,0.034793359,2019-01,2019-Q1,152500,-0.003934426,2018-12
2/28/19,100091,99114,WA,Spokane-Spokane Valley,Stevens County,Colville,7401,186200,0.003232759,0.030437189,0.133292757,0.096822455,0.040655458,2019-02,2019-Q1,186200,0,2019-02
2/28/19,100088,99110,WA,Spokane-Spokane Valley,Stevens County,Clayton,15119,215500,0.007480131,0.054821341,0.197887715,0.146894552,0.068400909,2019-02,2019-Q1,215500,0,2019-02
2/28/19,100087,99109,WA,Spokane-Spokane Valley,Stevens County,Chewelah,10590,171600,0.009411765,0.04,0.144,0.08985976,0.040113833,2019-02,2019-Q1,171600,0,2019-02
2/28/19,100078,99037,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,6489,291900,0.008638563,0.016011138,0.074346706,0.081487245,0.030142854,2019-02,2019-Q1,291900,0,2019-02
2/28/19,100070,99027,WA,Spokane-Spokane Valley,Spokane County,Otis Orchards-East Farms,10033,292200,0.007238883,0.004814305,0.058312206,0.087503265,0.03275174,2019-02,2019-Q1,292200,0,2019-02
2/28/19,100069,99026,WA,Spokane-Spokane Valley,Stevens County,Nine Mile Falls,8921,316200,0.01184,0.034347399,0.147314949,0.086437344,0.028171674,2019-02,2019-Q1,316200,0,2019-02
2/28/19,100068,99025,WA,Spokane-Spokane Valley,Spokane County,Newman Lake,11176,269500,0.008230453,0.01544838,0.055207518,0.087719966,0.035191763,2019-02,2019-Q1,269500,0,2019-02
2/28/19,100066,99022,WA,Spokane-Spokane Valley,Spokane County,Medical Lake,9328,239700,0.014817951,0.02919708,0.098030234,0.080976871,0.026075367,2019-02,2019-Q1,239700,0,2019-02
2/28/19,100065,99021,WA,Spokane-Spokane Valley,Spokane County,Mead,8859,313600,0.010960671,0.023498695,0.094207955,0.094459254,0.035849703,2019-02,2019-Q1,313600,0,2019-02
2/28/19,100063,99019,WA,Spokane-Spokane Valley,Spokane County,Liberty Lake,7845,374300,0.01271645,0.032551724,0.109365738,0.08528485,0.031910738,2019-02,2019-Q1,374300,0,2019-02
2/28/19,100060,99016,WA,Spokane-Spokane Valley,Spokane County,Spokane Valley,6613,285500,0.010261854,0.020736503,0.08021188,0.078788506,0.031731683,2019-02,2019-Q1,285500,0,2019-02
2/28/19,100054,99009,WA,Spokane-Spokane Valley,Spokane County,Elk,12264,273000,0.008124077,0.025544703,0.098149638,0.121754333,0.044049051,2019-02,2019-Q1,273000,0,2019-02
2/28/19,100052,99006,WA,Spokane-Spokane Valley,Spokane County,Deer Park,7654,270400,0.008955224,0.019992456,0.100081367,0.108031145,0.03958675,2019-02,2019-Q1,270400,0,2019-02
2/28/19,100051,99005,WA,Spokane-Spokane Valley,Spokane County,Colbert,9194,369500,0.008185539,0.019310345,0.075691412,0.081965171,0.02990366,2019-02,2019-Q1,369500,0,2019-02
2/28/19,100050,99004,WA,Spokane-Spokane Valley,Spokane County,Cheney,5426,241800,0.011292346,0.027187766,0.093128391,0.075547024,0.027526654,2019-02,2019-Q1,241800,0,2019-02
2/28/19,100049,99003,WA,Spokane-Spokane Valley,Spokane County,Chattaroy,10893,353100,0.009433962,0.02585706,0.124880535,0.098150326,0.038247017,2019-02,2019-Q1,353100,0,2019-02
2/28/19,100048,99001,WA,Spokane-Spokane Valley,Spokane County,Airway Heights,10078,210900,0.012481997,0.030791789,0.122405535,0.08324186,0.03342861,2019-02,2019-Q1,210900,0,2019-02
2/28/19,100047,98953,WA,Yakima,Yakima County,Zillah,10367,210800,0.00861244,0.034347399,0.099061522,0.078004091,0.034337516,2019-02,2019-Q1,210800,0,2019-02
2/28/19,100045,98951,WA,Yakima,Yakima County,Wapato,8359,151900,0.00796284,0.036152797,0.15513308,0.099111012,0.044693462,2019-02,2019-Q1,151900,0,2019-02
2/28/19,100043,98948,WA,Yakima,Yakima County,Toppenish,8227,149500,0.021872864,0.082548878,0.178092987,0.092177497,0.040202914,2019-02,2019-Q1,149500,0,2019-02
2/28/19,100042,98947,WA,Yakima,Yakima County,Tieton,13614,191600,0.011081794,0.04642272,0.129051267,0.063702749,0.044221035,2019-02,2019-Q1,191600,0,2019-02
2/28/19,100040,98944,WA,Yakima,Yakima County,Sunnyside,6384,178300,0.003941441,0.020022883,0.116468378,0.111924171,0.044466592,2019-02,2019-Q1,178300,0,2019-02
2/28/19,100038,98942,WA,Yakima,Yakima County,Selah,6288,263200,0.005347594,0.024922118,0.119047619,0.078833527,0.034164699,2019-02,2019-Q1,263200,0,2019-02
2/28/19,100036,98940,WA,Ellensburg,Kittitas County,Ronald,15543,354500,0.002545249,0.004533862,0.080134065,0.067439181,0.021489732,2019-02,2019-Q1,354500,0,2019-02
2/28/19,100033,98937,WA,Yakima,Yakima County,Naches,11573,210100,0.004782401,0.02688172,0.095411887,0.082112864,0.037210376,2019-02,2019-Q1,210100,0,2019-02
2/28/19,100032,98936,WA,Yakima,Yakima County,Moxee,10722,224500,0.007630162,0.036472761,0.140172676,0.061598806,0.032657241,2019-02,2019-Q1,224500,0,2019-02
2/28/19,100028,98932,WA,Yakima,Yakima County,Granger,12185,170700,0.005300353,0.028933092,0.168377823,0.104180406,0.052636106,2019-02,2019-Q1,170700,0,2019-02
2/28/19,100027,98930,WA,Yakima,Yakima County,Grandview,7962,204100,0.001963672,0.047741273,0.177726486,0.108764068,0.05194683,2019-02,2019-Q1,204100,0,2019-02
2/28/19,100025,98926,WA,Ellensburg,Kittitas County,Ellensburg,2557,287000,0.006664328,0.021715913,0.089184061,0.078598164,0.032420832,2019-02,2019-Q1,287000,0,2019-02
2/28/19,100024,98925,WA,Ellensburg,Kittitas County,Easton,15551,376700,0.002128226,0.001861702,0.040607735,0.064108329,0.022246771,2019-02,2019-Q1,376700,0,2019-02
2/28/19,100022,98922,WA,Ellensburg,Kittitas County,Cle Elum,8925,339800,0.005920663,0.012514899,0.06754634,0.054669724,0.013724325,2019-02,2019-Q1,339800,0,2019-02
2/28/19,100018,98908,WA,Yakima,Yakima County,Yakima,1909,290000,-0.001033414,0.015050753,0.0804769,0.078332372,0.037131567,2019-01,2019-Q1,290300,-0.001033414,2019-01
2/28/19,100015,98903,WA,Yakima,Yakima County,Yakima,6921,215600,0.008419083,0.028625954,0.140740741,0.088027493,0.043677555,2019-02,2019-Q1,215600,0,2019-02
2/28/19,100014,98902,WA,Yakima,Yakima County,Yakima,1381,176600,-0.003386005,0.014942529,0.073556231,0.083797539,0.037764235,2019-01,2019-Q1,177200,-0.003386005,2018-12
2/28/19,100013,98901,WA,Yakima,Yakima County,Yakima,4007,192100,0.005232862,0.045726728,0.153061224,0.083570765,0.03839167,2019-02,2019-Q1,192100,0,2019-02
2/28/19,100007,98856,WA,,Okanogan County,Twisp,13063,264900,0.006076719,0.028338509,0.173681879,0.068274847,0.020286886,2019-02,2019-Q1,264900,0,2019-02
2/28/19,100006,98855,WA,,Okanogan County,Tonasket,9966,162300,0.003710575,0.02851711,0.155982906,0.065647878,0.023786,2019-02,2019-Q1,162300,0,2019-02
2/28/19,100003,98851,WA,Moses Lake,Grant County,Soap Lake,11649,121200,0,0.018487395,0.224242424,0.063469363,0.024440094,2019-02,2019-Q1,121200,0,2019-02
2/28/19,100000,98848,WA,Moses Lake,Grant County,Quincy,8009,214100,0.000935016,0.004221388,0.073182957,0.06522844,0.020720927,2019-02,2019-Q1,214100,0,2019-02
2/28/19,99999,98847,WA,Wenatchee,Chelan County,Peshastin,14494,303200,0.006974427,-0.007853403,0.089471793,0.081421668,0.026905841,2018-11,2018-Q4,305600,-0.007853403,2018-11
2/28/19,99996,98844,WA,,Okanogan County,Oroville,10527,158600,-0.002515723,0.015364917,0.144300144,0.071100278,0.027005313,2019-01,2019-Q1,159000,-0.002515723,2019-01
2/28/19,99994,98841,WA,,Okanogan County,Omak,8806,166500,0.003616637,0.027143738,0.170886076,0.062433669,0.019469812,2019-02,2019-Q1,166500,0,2019-02
2/28/19,99993,98840,WA,,Okanogan County,Okanogan,11585,150600,0.002663116,0.021709634,0.152257077,0.064651648,0.019954152,2019-02,2019-Q1,150600,0,2019-02
2/28/19,99992,98837,WA,Moses Lake,Grant County,Moses Lake,1198,188900,0,0.001590668,0.045957918,0.050437682,0.017893985,2019-02,2019-Q1,188900,0,2019-02
2/28/19,99984,98828,WA,Wenatchee,Chelan County,Malaga,14060,291400,0.008653513,0.018881119,0.120769231,0.105099691,0.042602668,2019-02,2019-Q1,291400,0,2019-02
2/28/19,99982,98826,WA,Wenatchee,Chelan County,Leavenworth,8972,423700,0.009290138,0.030900243,0.106266319,0.075680162,0.029048464,2019-02,2019-Q1,423700,0,2019-02
2/28/19,99980,98823,WA,Moses Lake,Grant County,Ephrata,7883,161200,0.00373599,0.009392611,0.085521886,0.056269923,0.023169772,2019-02,2019-Q1,161200,0,2019-02
2/28/19,99979,98822,WA,Wenatchee,Chelan County,Entiat,14226,268600,0.00411215,0.005615874,0.196436526,0.086257053,0.034035056,2019-02,2019-Q1,268600,0,2019-02
2/28/19,99975,98816,WA,Wenatchee,Chelan County,Chelan,9018,281900,-0.001416932,-0.02185982,0.084230769,0.059449432,0.004657748,2008-04,2008-Q2,293200,-0.038540246,2007-08
2/28/19,99974,98815,WA,Wenatchee,Chelan County,Cashmere,9944,318200,0.013053168,0.036819811,0.172007366,0.09546588,0.032365974,2019-02,2019-Q1,318200,0,2019-02
2/28/19,99968,98802,WA,Wenatchee,Douglas County,East Wenatchee Bench,3647,339200,0.004144464,0.018007203,0.053089103,0.080800661,0.037205804,2019-02,2019-Q1,339200,0,2019-02
2/28/19,99967,98801,WA,Wenatchee,Chelan County,Wenatchee,1375,296400,0.006451613,0.021012745,0.121028744,0.094050412,0.030585331,2019-02,2019-Q1,296400,0,2019-02
2/28/19,99965,98686,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,5992,386900,0.003111226,0.017622304,0.065546681,0.091181533,0.03915854,2019-02,2019-Q1,386900,0,2019-02
2/28/19,99964,98685,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,4071,389500,0.002058143,0.012477255,0.068001097,0.089268009,0.040329508,2019-02,2019-Q1,389500,0,2019-02
2/28/19,99963,98684,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3581,324300,0.00464684,0.017571384,0.058075041,0.102048759,0.04466319,2019-02,2019-Q1,324300,0,2019-02
2/28/19,99962,98683,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,2440,374900,0.00294275,0.01269584,0.041099695,0.082343761,0.041102375,2019-02,2019-Q1,374900,0,2019-02
2/28/19,99961,98682,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,331,316400,0.004125674,0.018345671,0.062101376,0.103002611,0.045947812,2019-02,2019-Q1,316400,0,2019-02
2/28/19,99960,98675,WA,Portland-Vancouver-Hillsboro,Clark County,Yacolt,11240,414800,0.005332041,0.011954135,0.07072793,0.120732969,0.048385541,2019-02,2019-Q1,414800,0,2019-02
2/28/19,99959,98674,WA,Longview,Cowlitz County,Woodland,7524,397600,0.00811359,0.032995583,0.276404494,0.116565635,0.042274473,2019-02,2019-Q1,397600,0,2019-02
2/28/19,99957,98672,WA,,Klickitat County,White Salmon,9920,364700,-0.003551913,-0.00977464,0.052221581,0.109622609,0.050467377,2018-11,2018-Q4,368300,-0.00977464,2018-10
2/28/19,99956,98671,WA,Portland-Vancouver-Hillsboro,Clark County,Washougal,4772,401400,0.001247194,0.011083123,0.063029661,0.093614206,0.043068069,2019-02,2019-Q1,401400,0,2019-02
2/28/19,99951,98665,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,3806,332900,0.003617727,0.019289651,0.075258398,0.092804587,0.044399136,2019-02,2019-Q1,332900,0,2019-02
2/28/19,99950,98664,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,4782,310400,0.005181347,0.01670488,0.065202471,0.105249733,0.044361767,2019-02,2019-Q1,310400,0,2019-02
2/28/19,99949,98663,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,6968,315000,0.002227171,0.008322663,0.080617496,0.113400349,0.046682593,2019-02,2019-Q1,315000,0,2019-02
2/28/19,99948,98662,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,2849,313100,0.003204101,0.01425332,0.070793434,0.103438739,0.045370675,2019-02,2019-Q1,313100,0,2019-02
2/28/19,99947,98661,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,786,304100,0.004625041,0.017737617,0.059581882,0.107275204,0.045437757,2019-02,2019-Q1,304100,0,2019-02
2/28/19,99946,98660,WA,Portland-Vancouver-Hillsboro,Clark County,Vancouver,7152,319100,-0.003435353,0.00917141,0.090567327,0.122072382,0.049039916,2019-01,2019-Q1,320200,-0.003435353,2019-01
2/28/19,99942,98648,WA,Portland-Vancouver-Hillsboro,Skamania County,Stevenson,12612,327700,-0.000305064,-0.003951368,0.07196598,0.092870608,0.028966422,2018-10,2018-Q4,330300,-0.007871632,2018-09
2/28/19,99940,98645,WA,Longview,Cowlitz County,Silverlake,15341,327900,0.004595588,0.029513344,0.189336235,0.115550003,0.050734186,2019-02,2019-Q1,327900,0,2019-02
2/28/19,99937,98642,WA,Portland-Vancouver-Hillsboro,Clark County,Ridgefield,5936,454900,0.001320713,0.002203128,0.024318847,0.090113431,0.037962574,2019-02,2019-Q1,454900,0,2019-02
2/28/19,99935,98640,WA,,Pacific County,Ocean Park,9981,221300,0.00636653,0.03750586,0.076361868,0.077880065,0.015687585,2007-05,2007-Q2,223700,-0.010728654,2007-03
2/28/19,99931,98635,WA,,Klickitat County,Lyle,14200,254600,-0.006632852,-0.009723843,0.006722025,0.127379791,0.039817955,2018-09,2018-Q3,261000,-0.024521073,2018-08
2/28/19,99930,98632,WA,Longview,Cowlitz County,Longview,475,248700,0.009334416,0.031950207,0.278006166,0.103049943,0.03774476,2019-02,2019-Q1,248700,0,2019-02
2/28/19,99929,98631,WA,,Pacific County,Long Beach,11185,235600,0.008561644,0.049910873,0.104547586,0.081006934,0.022989324,2019-02,2019-Q1,235600,0,2019-02
2/28/19,99928,98629,WA,Portland-Vancouver-Hillsboro,Clark County,La Center,9352,452900,0.007339858,0.024428862,0.067908512,0.095911638,0.042746176,2019-02,2019-Q1,452900,0,2019-02
2/28/19,99926,98626,WA,Longview,Cowlitz County,Kelso,4281,242500,0.009575354,0.032354193,0.271630834,0.111879067,0.041422697,2019-02,2019-Q1,242500,0,2019-02
2/28/19,99925,98625,WA,Longview,Cowlitz County,Kalama,9805,367800,0.007119387,0.027087406,0.281086729,0.108855667,0.038989375,2019-02,2019-Q1,367800,0,2019-02
2/28/19,99920,98620,WA,,Klickitat County,Goldendale,8917,148100,-0.007372654,0.003387534,0.051100071,0.093787068,0.019743104,2019-01,2019-Q1,149200,-0.007372654,2018-12
2/28/19,99913,98611,WA,Longview,Cowlitz County,Castle Rock,8340,307000,0.007217848,0.03646185,0.315902272,0.128013072,0.051217427,2019-02,2019-Q1,307000,0,2019-02
2/28/19,99912,98610,WA,Portland-Vancouver-Hillsboro,Skamania County,Carson,13229,265400,-0.002255639,-0.003005259,0.10675563,0.101464356,0.031993899,2018-10,2018-Q4,266700,-0.004874391,2018-10
2/28/19,99910,98607,WA,Portland-Vancouver-Hillsboro,Clark County,Camas,3509,465800,0.00344679,0.012388611,0.04721223,0.080693353,0.039662765,2019-02,2019-Q1,465800,0,2019-02
