Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
2/28/19,98441,95832,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,9710,265400,0.007210626,0.024314936,0.066720257,0.113130013,0.086473745,2006-06,2006-Q2,296500,-0.104890388,2005-04
2/28/19,98440,95831,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,964,461100,0.000651042,0.009634333,0.035946978,0.062641162,0.036462233,2019-02,2019-Q1,461100,0,2019-02
2/28/19,98438,95829,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,4502,403200,0.003234635,0.011033099,0.024130048,0.073211839,0.05039524,2005-12,2005-Q4,440100,-0.083844581,2005-03
2/28/19,98437,95828,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Florin,1010,301800,0.003992016,0.012411942,0.041048637,0.09581483,0.067466624,2005-11,2005-Q4,336500,-0.103120357,2005-02
2/28/19,98436,95827,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,5333,322700,0.002485244,0.009068168,0.028362014,0.090658998,0.051393337,2006-01,2006-Q1,345200,-0.065179606,2005-04
2/28/19,98435,95826,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rosemont,1671,341700,0.003819036,0.012744517,0.057240099,0.079865631,0.048991339,2005-11,2005-Q4,352800,-0.031462585,2005-06
2/28/19,98434,95825,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Arden-Arcade,1559,301400,0.007352941,0.022734985,0.064265537,0.10158879,0.041708553,2005-11,2005-Q4,323800,-0.069178505,2005-02
2/28/19,98433,95824,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,4364,237500,0.002109705,0.013657704,0.059322034,0.122449195,0.080697994,2005-12,2005-Q4,274000,-0.133211679,2005-01
2/28/19,98432,95823,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,163,280700,0.000713012,0.00609319,0.036175711,0.101638897,0.069322727,2005-12,2005-Q4,320800,-0.125,2004-12
2/28/19,98431,95822,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,1275,292900,0.002052686,0.007914659,0.020557491,0.103009839,0.058746865,2005-12,2005-Q4,309900,-0.054856405,2005-05
2/28/19,98430,95821,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Arden-Arcade,1701,354600,0.00141203,0.007100256,0.042941176,0.072321486,0.041247681,2005-10,2005-Q4,373800,-0.051364366,2005-04
2/28/19,98429,95820,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,2830,269800,0.001113173,-0.003324714,0.032529659,0.117228612,0.063113815,2005-11,2005-Q4,281000,-0.039857651,2005-06
2/28/19,98428,95819,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,5533,583900,0.000342642,0.006377111,0.031078933,0.063694074,0.048047028,2019-02,2019-Q1,583900,0,2019-02
2/28/19,98427,95818,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3985,575800,0.005061965,0.014268099,0.024190679,0.064678654,0.040910678,2019-02,2019-Q1,575800,0,2019-02
2/28/19,98426,95817,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,6598,384100,0.006024096,0.032804517,0.060463832,0.114280426,0.05663908,2019-02,2019-Q1,384100,0,2019-02
2/28/19,98425,95816,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3601,590800,0.000338639,0.010605542,0.046589903,0.067043644,0.044215575,2019-02,2019-Q1,590800,0,2019-02
2/28/19,98424,95815,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,4912,229100,0.002187227,0.013268465,0.069062063,0.138259232,,2019-02,2019-Q1,229100,0,2019-02
2/28/19,98423,95814,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,7058,451500,-0.001768738,-0.015696534,-0.065797641,0.076369905,0.041137872,2018-01,2018-Q1,487200,-0.073275862,2017-08
2/28/19,399682,95811,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,8341,536300,0.002429907,0.006380184,0.032935285,0.105567088,0.040058882,2019-02,2019-Q1,536300,0,2019-02
2/28/19,98418,95776,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Woodland,5134,411300,-0.005079826,0.003660322,0.026197605,0.072536463,0.040097194,2006-04,2006-Q2,449200,-0.084372217,2005-04
2/28/19,98417,95765,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Rocklin,2461,516700,0.001550688,0.018128079,0.054489796,0.054597467,0.042893278,2006-01,2006-Q1,532300,-0.029306782,2005-06
2/28/19,98415,95762,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,El Dorado Hills,1445,659200,0.006412214,0.019328901,0.047846129,0.049918885,0.037154912,2005-12,2005-Q4,661700,-0.003778147,2005-10
2/28/19,98413,95758,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Elk Grove,360,398500,0.00075339,0.005044136,0.035602911,0.072522087,0.053918127,2005-11,2005-Q4,422800,-0.057473983,2005-04
2/28/19,98412,95757,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Elk Grove,2057,484300,0.001033485,0.004563369,0.024973545,0.055544389,0.046538454,2005-12,2005-Q4,509000,-0.048526523,2005-06
2/28/19,98411,95747,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,207,481000,-0.000207857,0.00859719,0.026023891,0.046620557,0.038585245,2005-11,2005-Q4,510100,-0.057047638,2005-04
2/28/19,98410,95746,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Granite Bay,5734,774300,-0.001289823,0.005715028,0.020292529,0.046668914,0.027260926,2005-09,2005-Q3,783500,-0.011742183,2005-06
2/28/19,98408,95742,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,8592,452700,0.00132714,0.007567327,0.021435018,0.059364284,0.04086357,2005-06,2005-Q2,514200,-0.119603267,2004-09
2/28/19,98404,95728,CA,Truckee-Grass Valley,Nevada County,Truckee,15573,584100,0.00672182,0.053001622,0.202594194,0.085365169,0.022385912,2006-11,2006-Q4,628800,-0.071087786,2005-10
2/28/19,98403,95726,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Pollock Pines,8456,318600,0.007271578,0.018867925,0.030401035,0.091871083,0.034570932,2006-01,2006-Q1,357900,-0.109807209,2005-04
2/28/19,98401,95722,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Meadow Vista,10998,502600,0.00199362,0.013102197,0.032456861,0.07419752,0.031550007,2006-02,2006-Q1,545800,-0.079149872,2005-06
2/28/19,98395,95713,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Colfax,9103,368800,0.000271223,0.011519473,0.000814111,0.091272909,0.024930995,2006-02,2006-Q1,412400,-0.105722599,2004-11
2/28/19,98393,95709,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Camino,10797,395800,0.003295311,0.016435542,0.047921631,0.078303938,0.037576434,2005-12,2005-Q4,417700,-0.052429974,2005-05
2/28/19,98392,95703,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Applegate,14374,411700,-0.00338901,-0.000728155,0.022095333,0.081467648,0.030791262,2006-01,2006-Q1,451100,-0.087342053,2005-02
2/28/19,98386,95695,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Woodland,2484,380000,0.002374044,0.024811219,0.065918654,0.079934545,0.037566219,2006-03,2006-Q1,402000,-0.054726368,2005-04
2/28/19,98385,95694,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Winters,9281,444700,0.000224921,0.016922021,0.075713595,0.101699908,0.04314062,2006-04,2006-Q2,453200,-0.018755516,2005-12
2/28/19,98384,95693,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Wilton,10099,666600,0.005885016,0.014148791,0.024435224,0.074595755,0.035762033,2006-01,2006-Q1,752200,-0.113799521,2004-12
2/28/19,98383,95692,CA,Yuba City,Yuba County,Wheatland,11347,308100,0.001299968,0.000324675,0.029745989,0.071930563,0.038189361,2005-11,2005-Q4,370400,-0.168196544,2004-10
2/28/19,98382,95691,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,West Sacramento,2075,403700,-0.000742574,0.008997751,0.040195826,0.073326324,0.045142254,2006-03,2006-Q1,416900,-0.031662269,2005-07
2/28/19,98381,95690,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Walnut Grove,13550,415600,0.000481464,0.012670565,0.042126379,0.08538738,0.028102697,2006-01,2006-Q1,444200,-0.064385412,2005-08
2/28/19,98380,95689,CA,,Amador County,Volcano,14769,308500,-0.004196256,0.005213425,0.031427616,0.085176203,0.022151774,2005-12,2005-Q4,376900,-0.181480499,2004-12
2/28/19,98379,95688,CA,Vallejo-Fairfield,Solano County,Vacaville,2592,504300,0,0.003182813,0.061237374,0.063374954,0.046176273,2006-04,2006-Q2,550700,-0.084256401,2005-05
2/28/19,98378,95687,CA,Vallejo-Fairfield,Solano County,Vacaville,318,428500,-0.000466527,0.005160685,0.051275761,0.075270596,0.05118958,2006-05,2006-Q2,465100,-0.078692754,2005-05
2/28/19,98376,95685,CA,,Amador County,Sutter Creek,10576,363700,-0.006826871,0.0027571,0.03677309,0.086691855,0.032361411,2006-01,2006-Q1,411200,-0.115515564,2005-02
2/28/19,98375,95684,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Somerset,12168,383900,-0.00518269,-0.000520698,0.075952915,0.075651515,,2019-01,2019-Q1,385900,-0.00518269,2018-11
2/28/19,98374,95683,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sloughhouse,9984,535100,0.000560957,0.008671065,0.040241058,0.059078738,0.028910734,2006-01,2006-Q1,570400,-0.061886396,2005-05
2/28/19,98373,95682,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Shingle Springs,3171,505800,0.0061667,0.02471637,0.077316294,0.062862999,0.038400611,2019-02,2019-Q1,505800,0,2019-02
2/28/19,98369,95678,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,1151,393500,0.001527106,0.012348855,0.02527358,0.076177176,0.043034923,2005-12,2005-Q4,399300,-0.014525419,2005-07
2/28/19,98368,95677,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Rocklin,3625,456300,-0.00065703,0.00839779,0.044642857,0.062299129,0.041963507,2005-11,2005-Q4,460400,-0.0089053,2005-09
2/28/19,98364,95673,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rio Linda,7558,308000,0.00130039,0.009836066,0.058055651,0.108407321,0.062741574,2006-01,2006-Q1,333300,-0.075907591,2005-03
2/28/19,98363,95672,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Rescue,11702,593400,0.004230834,0.018013381,0.05681211,0.077270697,0.036256339,2005-08,2005-Q3,601100,-0.012809849,2005-06
2/28/19,98361,95670,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Rancho Cordova,460,336500,0.000594707,0.005678422,0.059175323,0.08615544,0.047137005,2006-01,2006-Q1,354900,-0.05184559,2005-05
2/28/19,98360,95669,CA,,Amador County,Plymouth,13028,383500,-0.006476684,-0.004671684,0.052992861,0.110184045,0.040878712,2018-12,2018-Q4,386700,-0.008275149,2018-11
2/28/19,98358,95667,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Placerville,1684,428800,0.004215457,0.020952381,0.085294862,0.077379871,0.03709473,2005-12,2005-Q4,441600,-0.028985507,2005-08
2/28/19,98357,95666,CA,,Amador County,Pioneer,9849,250900,-0.005154639,0.002797762,0.035920727,0.06749148,0.014949454,2005-12,2005-Q4,329700,-0.239005156,2004-08
2/28/19,98356,95665,CA,,Amador County,Pine Grove,10847,318600,-0.003440726,0.006317119,0.043222004,0.086113053,0.025036994,2005-12,2005-Q4,378100,-0.157365776,2004-11
2/28/19,98355,95664,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Pilot Hill,15150,562400,0.011510791,0.020134228,0.059333208,0.069405092,0.038381766,2007-02,2007-Q1,591300,-0.048875359,2006-06
2/28/19,98354,95663,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Penryn,13059,648800,0.003557618,0.024151539,0.12229718,0.092695532,0.040715966,2019-02,2019-Q1,648800,0,2019-02
2/28/19,98353,95662,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Orangevale,2730,395800,0.003041054,0.014611638,0.05828877,0.066843106,0.043723852,2019-02,2019-Q1,395800,0,2019-02
2/28/19,98352,95661,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Roseville,2779,494400,0.000202306,0.01457008,0.063225806,0.061755696,0.03879303,2019-02,2019-Q1,494400,0,2019-02
2/28/19,98351,95660,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Sacramento,3585,257200,0.002729045,0.010212097,0.043831169,0.10889167,0.073285275,2005-12,2005-Q4,290200,-0.11371468,2005-01
2/28/19,98349,95658,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Newcastle,9949,629800,0.000476569,0.017447496,0.07236506,0.075782239,0.037698861,2019-02,2019-Q1,629800,0,2019-02
2/28/19,98347,95655,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Mather,12271,400600,0,0.0009995,0.014177215,0.072051378,0.044256482,2005-10,2005-Q4,444000,-0.097747748,2005-02
2/28/19,98342,95650,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Loomis,7581,599600,-0.004978427,-0.00892562,0.006377979,0.076269061,0.037084721,2018-07,2018-Q3,631600,-0.050664978,2018-03
2/28/19,98341,95648,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Lincoln,532,470900,0.001488728,0.02103209,0.037453184,0.053891857,0.042257327,2005-10,2005-Q4,481000,-0.020997921,2005-06
2/28/19,98337,95642,CA,,Amador County,Jackson,8955,334600,-0.005350773,0.004804805,0.024808576,0.084342174,0.02669722,2005-12,2005-Q4,390900,-0.144026605,2005-01
2/28/19,98335,95640,CA,,Amador County,Ione,8903,320800,-0.005579665,0.006589269,0.057698648,0.094336018,0.029357269,2006-01,2006-Q1,363900,-0.118439132,2005-03
2/28/19,98333,95638,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Herald,14241,598800,0.001505268,0.002008032,0.004024145,0.082795275,0.030571206,2006-03,2006-Q1,648500,-0.076638396,2005-07
2/28/19,98331,95636,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Somerset,15514,235000,-0.004659043,-0.029727498,-0.007601351,0.109778965,0.017125435,2006-08,2006-Q3,272500,-0.137614679,2004-12
2/28/19,98329,95634,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Georgetown,12173,356100,0.004513399,0.011647727,0.058246657,0.072884198,0.030456631,2006-01,2006-Q1,382500,-0.069019608,2005-07
2/28/19,98328,95633,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Garden Valley,12774,366300,0.002737476,0.003836668,-0.022156967,0.067047586,0.022369975,2005-12,2005-Q4,409600,-0.105712891,2005-01
2/28/19,98327,95632,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Galt,4140,366600,0.003558719,0.014107884,0.043849658,0.08969361,0.056845708,2005-12,2005-Q4,387400,-0.053691275,2005-05
2/28/19,98326,95631,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Foresthill,10032,376400,-0.004496165,-0.007907222,-0.036600973,0.082437638,0.02132383,2006-03,2006-Q1,426600,-0.117674637,2004-09
2/28/19,98325,95630,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Folsom,99,555800,0.001621914,0.010913059,0.044148037,0.051980478,0.040772755,2019-02,2019-Q1,555800,0,2019-02
2/28/19,98324,95629,CA,,Amador County,Volcano,15472,374700,-0.011867089,-0.013168291,0.039678135,0.088155762,0.032437107,2006-01,2006-Q1,420000,-0.107857143,2005-04
2/28/19,98323,95628,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Fair Oaks,1058,448100,0.000223214,0.004933842,0.038952006,0.058641729,0.038001311,2005-12,2005-Q4,464400,-0.035099053,2005-06
2/28/19,98322,95627,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Esparto,12594,356700,0.004788732,0.027657736,0.074721302,0.118238881,0.047297348,2006-02,2006-Q1,380700,-0.063041765,2005-06
2/28/19,98321,95626,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Elverta,10978,344200,0.002621614,0.006138556,0.081709617,0.101054143,0.060165309,2005-12,2005-Q4,371700,-0.073984396,2005-05
2/28/19,98319,95624,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Elk Grove,716,437500,0.002750401,0.008994465,0.031110064,0.072996599,0.051293746,2005-12,2005-Q4,466000,-0.061158798,2005-03
2/28/19,98318,95623,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,El Dorado,10862,443600,-0.00359389,-0.005826983,-0.008050089,0.065246962,0.030682761,2005-10,2005-Q4,484800,-0.084983498,2005-03
2/28/19,98317,95621,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,1181,323400,0.002790698,0.010625,0.038202247,0.080590383,0.051782693,2005-11,2005-Q4,342100,-0.054662379,2005-04
2/28/19,98316,95620,CA,Vallejo-Fairfield,Solano County,Dixon,5929,437300,0.001373941,0.009231479,0.040694907,0.07206332,0.043815999,2006-06,2006-Q2,498200,-0.122240064,2005-04
2/28/19,98315,95619,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Diamond Springs,10189,348700,0.014842841,0.04120633,0.110509554,0.096293721,0.036817797,2005-12,2005-Q4,363900,-0.041769717,2005-07
2/28/19,98314,95618,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Davis,4231,672900,-0.002667852,0.003729117,0.040513376,0.051293183,0.035441797,2019-01,2019-Q1,674700,-0.002667852,2018-12
2/28/19,98312,95616,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,Davis,992,707800,0,0.006255331,0.042415317,0.055726998,0.037100957,2019-02,2019-Q1,707800,0,2019-02
2/28/19,98310,95614,CA,Sacramento--Roseville--Arden-Arcade,El Dorado County,Cool,11888,422100,-0.001183152,0.000948542,0.017353579,0.081566348,0.028400945,2006-07,2006-Q3,456200,-0.074747918,2005-05
2/28/19,98306,95610,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Citrus Heights,1086,360100,0.001390434,0.00334355,0.03387884,0.072811208,0.048478151,2005-12,2005-Q4,374800,-0.039220918,2005-05
2/28/19,98304,95608,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,Carmichael,137,414400,-0.001926782,0.000724463,0.038596491,0.055781443,0.037201381,2005-11,2005-Q4,437000,-0.051716247,2005-03
2/28/19,98301,95605,CA,Sacramento--Roseville--Arden-Arcade,Yolo County,West Sacramento,7637,295800,0.00067659,0.013013699,0.110777319,0.129927363,0.06444763,2006-04,2006-Q2,307200,-0.037109375,2005-12
2/28/19,98299,95603,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Auburn,3666,447300,0.002914798,0.017053206,0.044849334,0.078533611,0.034967166,2006-04,2006-Q2,462500,-0.032864865,2005-05
2/28/19,98298,95602,CA,Sacramento--Roseville--Arden-Arcade,Placer County,Auburn,6326,483600,0.001034982,0.010025063,0.067785383,0.079037874,0.028113901,2006-07,2006-Q3,493400,-0.019862181,2005-06
2/28/19,98295,95589,CA,Eureka-Arcata-Fortuna,Humboldt County,Whitethorn,14533,334000,0.005721168,-0.00624814,0.025483574,0.065946329,0.013252163,2007-08,2007-Q3,382200,-0.126111983,2007-03
2/28/19,98290,95570,CA,Eureka-Arcata-Fortuna,Humboldt County,Trinidad,12462,522600,-0.00305227,0.003071017,0.120017145,0.133820169,0.048451876,2018-12,2018-Q4,524500,-0.003622498,2018-12
2/28/19,98283,95562,CA,Eureka-Arcata-Fortuna,Humboldt County,Rio Dell,12464,195200,0,-0.012645422,0.073707371,0.056923659,0.019322188,2006-02,2006-Q1,205200,-0.048732943,2005-10
2/28/19,98265,95540,CA,Eureka-Arcata-Fortuna,Humboldt County,Fortuna,6995,262500,-0.001141553,-0.019424729,-0.015378845,0.048046113,0.013393066,2018-07,2018-Q3,271000,-0.031365314,2017-06
2/28/19,98262,95536,CA,Eureka-Arcata-Fortuna,Humboldt County,Ferndale,12711,344900,-0.010613884,-0.014571429,0.019208038,0.057167989,0.025931096,2018-12,2018-Q4,351700,-0.01933466,2018-10
2/28/19,98254,95524,CA,Eureka-Arcata-Fortuna,Humboldt County,Bayside,13429,415500,-0.001201923,-0.002640422,0.03358209,0.045450911,0.018826839,2018-08,2018-Q3,442000,-0.059954751,2018-06
2/28/19,98253,95521,CA,Eureka-Arcata-Fortuna,Humboldt County,Arcata,5135,326100,0.001843318,0.005240444,0.039196941,0.071297695,0.020694852,2018-09,2018-Q3,328700,-0.007909948,2018-08
2/28/19,98252,95519,CA,Eureka-Arcata-Fortuna,Humboldt County,McKinleyville,5713,322200,0.003738318,0.015122873,0.051223491,0.061651254,0.021720073,2019-02,2019-Q1,322200,0,2019-02
2/28/19,98248,95503,CA,Eureka-Arcata-Fortuna,Humboldt County,Eureka,4576,269500,-0.002590674,-0.007366483,0.027449485,0.059354901,0.018210626,2018-10,2018-Q4,272200,-0.009919177,2018-08
2/28/19,98246,95501,CA,Eureka-Arcata-Fortuna,Humboldt County,Eureka,4501,240800,0.000415455,-0.001658375,0.039274924,0.067754476,0.016176348,2006-05,2006-Q2,253100,-0.048597392,2005-09
2/28/19,98245,95497,CA,Santa Rosa,Sonoma County,The Sea Ranch,15577,853100,-0.002455566,-0.013985206,0.048420794,0.060494854,0.004296258,2006-07,2006-Q3,969400,-0.119971116,2005-09
2/28/19,98242,95492,CA,Santa Rosa,Sonoma County,Windsor,4010,635400,-0.00811739,-0.02351314,0.022694351,0.076264231,0.050941486,2018-10,2018-Q4,651200,-0.024262899,2018-06
2/28/19,98241,95490,CA,Ukiah,Mendocino County,Willits,6760,269400,-0.002591633,-0.02426657,0.01852552,0.053397344,0.019770363,1996-01,1996-Q1,327300,-0.176901925,
2/28/19,98237,95485,CA,Clearlake,Lake County,Upper Lake,12875,277400,-0.013513514,-0.025298665,0.066102998,0.114813408,0.042931557,2006-03,2006-Q1,313200,-0.114303959,2005-07
2/28/19,98236,95482,CA,Ukiah,Mendocino County,Ukiah,2827,358300,-0.002227792,-0.025034014,0.044911053,0.078898773,0.024781778,2006-12,2006-Q4,380900,-0.059333158,2005-04
2/28/19,98233,95476,CA,Santa Rosa,Sonoma County,Sonoma,1707,737100,-0.010072522,-0.027187541,0.034671533,0.063657072,0.039907805,2018-11,2018-Q4,757700,-0.027187541,2018-07
2/28/19,98231,95472,CA,Santa Rosa,Sonoma County,Sebastopol,3748,849300,-0.011867365,-0.030921953,-0.006318006,0.068465486,0.038892956,2018-09,2018-Q3,881800,-0.03685643,2018-01
2/28/19,98229,95470,CA,Ukiah,Mendocino County,Redwood Valley,10487,415000,-0.001683907,-0.02673546,0.000241022,0.069270487,0.023028337,2007-01,2007-Q1,441600,-0.060235507,2005-09
2/28/19,98226,95467,CA,Clearlake,Lake County,Hidden Valley Lake,10744,309800,-0.00257566,-0.003217503,0.087399087,0.097457512,0.021433353,2005-12,2005-Q4,388500,-0.202574003,2005-01
2/28/19,98224,95465,CA,Santa Rosa,Sonoma County,Occidental,13078,986400,-0.008842444,-0.038127743,0.042706131,0.069996826,0.04125314,2018-09,2018-Q3,1052900,-0.063158894,2018-06
2/28/19,98221,95462,CA,Santa Rosa,Sonoma County,Monte Rio,14507,485800,0.00413394,0.013561444,0.078357381,0.114756723,0.050720597,2019-02,2019-Q1,485800,0,2019-02
2/28/19,98219,95460,CA,Ukiah,Mendocino County,Mendocino,11915,696000,-0.008405756,-0.026845638,0.039426523,0.083399834,0.029107177,2005-07,2005-Q3,724200,-0.038939519,2005-04
2/28/19,98217,95458,CA,Clearlake,Lake County,Lucerne,12280,187600,-0.011591149,-0.035475578,0.253173013,0.083204458,0.016742304,2006-03,2006-Q1,239400,-0.216374269,2005-07
2/28/19,98216,95457,CA,Clearlake,Lake County,Lower Lake,11530,265800,-0.00746826,-0.06802244,0.049763033,0.097669978,0.026113624,2007-02,2007-Q1,298200,-0.108651911,2005-05
2/28/19,98212,95452,CA,Santa Rosa,Sonoma County,Kenwood,14090,1226300,0.003272519,0.01607424,-0.001465679,0.081533256,0.055591622,2018-01,2018-Q1,1247300,-0.016836367,2017-11
2/28/19,98211,95451,CA,Clearlake,Lake County,Kelseyville,7347,273400,-0.002553812,-0.009061254,0.06381323,0.092708391,0.021644068,2006-02,2006-Q1,339400,-0.194460813,2005-02
2/28/19,98208,95448,CA,Santa Rosa,Sonoma County,Healdsburg,5453,892600,-0.008882967,-0.019874822,0.086416748,0.096358511,0.063095256,2018-11,2018-Q4,910700,-0.019874822,2018-09
2/28/19,98207,95446,CA,Santa Rosa,Sonoma County,Guerneville,9448,462600,-0.00984589,-0.019291923,0.037917882,0.097367564,0.047553132,2018-11,2018-Q4,471700,-0.019291923,2018-09
2/28/19,98206,95445,CA,Ukiah,Mendocino County,Gualala,11921,403300,-0.001732673,-0.02135404,-0.037010506,0.046705817,0.012240797,2005-06,2005-Q2,488300,-0.174073316,2004-11
2/28/19,98203,95442,CA,Santa Rosa,Sonoma County,Glen Ellen,11950,1104400,-0.005672099,-0.024553966,0.009783304,0.037325211,0.044714437,2018-10,2018-Q4,1134100,-0.026188167,2018-09
2/28/19,98200,95437,CA,Ukiah,Mendocino County,Fort Bragg,6005,368200,-0.003248511,-0.034102833,0.01376652,0.067508011,0.026812537,2005-06,2005-Q2,402100,-0.084307386,2005-01
2/28/19,98199,95436,CA,Santa Rosa,Sonoma County,Forestville,9485,527000,-0.010885886,-0.028571429,0.013461538,0.08283297,0.044707871,2018-10,2018-Q4,545700,-0.034267913,2018-05
2/28/19,98190,95426,CA,Clearlake,Lake County,Middletown,14316,229900,-0.022118248,-0.074103907,0.154116466,0.082454703,0.01571873,2005-11,2005-Q4,306000,-0.24869281,2004-12
2/28/19,98189,95425,CA,Santa Rosa,Sonoma County,Cloverdale,7949,532600,-0.007269338,-0.016435826,0.000563592,0.083780791,0.038112857,2018-10,2018-Q4,542900,-0.018972186,2018-03
2/28/19,98187,95423,CA,Clearlake,Lake County,Clearlake Oaks,11049,180600,-0.009325288,-0.04797048,0.01631964,0.07551087,0.010678837,2006-03,2006-Q1,250100,-0.277888844,2004-12
2/28/19,98185,95421,CA,Santa Rosa,Sonoma County,Cazadero,14516,494500,-0.008223024,-0.013367917,0.031928214,0.073476148,0.021536954,2018-10,2018-Q4,504500,-0.019821606,2018-09
2/28/19,98176,95409,CA,Santa Rosa,Sonoma County,Santa Rosa,2991,684100,-0.0096989,-0.024525881,0.015286435,0.072409039,0.045026318,2018-10,2018-Q4,704600,-0.029094522,2018-06
2/28/19,98174,95407,CA,Santa Rosa,Sonoma County,Santa Rosa,2846,514300,-0.005607115,-0.015128303,0.022668523,0.088868538,0.057731995,2018-11,2018-Q4,522200,-0.015128303,2018-08
2/28/19,98172,95405,CA,Santa Rosa,Sonoma County,Santa Rosa,4606,602400,-0.009536337,-0.028700419,0.026934879,0.068611751,0.044650973,2018-11,2018-Q4,620200,-0.028700419,2018-06
2/28/19,98171,95404,CA,Santa Rosa,Sonoma County,Santa Rosa,1928,668700,-0.008010681,-0.023082542,-0.015604299,0.067625254,0.041590216,2018-10,2018-Q4,686100,-0.025360735,2017-11
2/28/19,98170,95403,CA,Santa Rosa,Sonoma County,Santa Rosa,1953,545300,-0.005652808,-0.012674271,0.000183419,0.065216351,0.04705585,2006-01,2006-Q1,561300,-0.028505256,2005-07
